 11 Scores:        582.805381613, 1706.81992691, 1078.99404736, 1897.14150663, 428.311692135, 1090.11066834, 6957.65347759, 2405.82799399, 588.358672608, -250.396315766, 4653.97328421, -748.502576178, 1692.19986415, 2424.70120762, 1844.53720645, 1861.83431082, 1023.69082793, 676.511953619, 5172.12054649, 806.634828189, 1939.98029185, 3203.96956665, 1266.25874964, 2081.75784426, 7438.06575536, 1671.62499328, -515.425949045, 3494.32781541, 468.681449191, 1796.31552702, 651.031164736, 255.239413758, -1983.22426275, 862.829514964, 2785.85836464, 1273.35952268, 2694.98236783, 399.831040432, 1208.78379365, 3774.64106554, 3973.88194634, 1405.8787158, 3439.2727608, 1423.96146697, 3329.56559005, -500.4287948, 1271.43691978, -2402.29151027, 2216.46228096, 292.175893113
 12 Scores:        -436.364316822, 3049.2527608, 89.8564859476, 1733.86965729, 3577.71227589, -342.293506727, 6180.86896378, 1560.18174662, -1216.09648137, 2072.91000778, 3480.08632025, 1924.76307065, -3686.00068664, 1166.76882907, 6133.17510029, 1775.08149085, 471.44919586, 982.437615503, 3232.11254175, 3238.6453204, 2081.82449285, -31.5712183589, 1136.7680546, 1229.75500041, 2970.56367294, -54.3813864245, -900.144493216, 208.472452465, -2318.37219911, 613.434099983, -615.91903063, 2433.01265646, 2050.07009987, -2810.5806008, -388.477840218, 1251.3720228, -1414.4211273, -640.474621507, 816.575370856, 1095.54662952, 1807.70015164, -6963.83323014, -5152.51779455, 586.609240306, 542.303154758, 3286.73796913, -1755.75712561, 210.333162098, 1015.97485493, 368.074160014
 13 Scores:        947.200328537, 1786.86936165, 812.481436905, 4038.24205337, 888.538823378, 1964.15692969, 1797.17977996, 1088.24424778, 2202.93559535, 458.181318882, 785.892147273, 621.221431622, 958.05859999, 333.905821047, 2319.34698669, 1492.43368198, 1687.75339796, 1876.79750639, 35.0941698608, 100.22501193, -234.514601511, 1094.1926371, 168.763510162, 1927.37896433, 3563.96138883, 2466.24342246, -1728.35249632, 329.351193995, 1619.40304435, 2869.86395017, 1288.46950974, 987.474883899, 4520.54831675, 1931.94995168, 1564.22555148, 844.119251765, -1735.54967925, 288.662657293, 781.944657509, -2280.2401987, 1601.48221032, 1410.69791538, -1347.55732647, 1430.13059281, -482.737492303, 1299.35800961, 10.1142502841, 703.244978868, -1986.6079209, -343.758739875
 14 Scores:        554.337297688, 918.473967632, 755.625456161, 1595.3346906, 2670.3133109, 2637.56472104, -2497.27882063, 1166.19579504, -1672.05531002, -186.299027884, -1501.38975327, 1908.1353697, 711.344181669, 510.921364127, 1347.14089448, 1084.99384292, 1521.19195295, -313.922866267, 885.62144508, 1410.37753578, 1785.06907203, 641.738126404, 388.694529826, 2547.0172829, 1978.16911927, -574.901505546, 1385.78421926, 1040.7623823, 745.497697897, 716.304131259, 894.699938721, 655.900244691, 682.414850777, 3734.29670494, 1597.41180405, 1297.08581518, 993.475979707, 518.91576696, 1641.19289728, -426.614639, 1655.32702322, 276.142262652, 1397.484863, 672.66503301, 1885.60005822, -768.061999501, 969.664672887, 46.0139884432, 310.075465593, 4385.4647865
 15 Scores:        476.126555132, 2832.2038178, 978.895922061, 4552.47847525, 702.783698004, -2369.11175319, 1693.32918503, 1745.88148036, 2768.69710846, 3237.47475082, 327.02674179, 3850.5985465, 1718.75490236, 2367.15285569, 3813.15473123, 1325.24984016, 833.682740031, 1893.26885382, -6182.60285995, -1409.68371785, 141.423763492, 2907.05003505, -571.142586368, 3375.89450939, 3910.21208962, 3760.71050574, 3164.7717804, -1127.43000736, 992.150807049, -3416.42180948, -824.193052851, 3346.06249399, 729.926937035, -2547.99123355, 2250.80058138, 3083.30681282, 6067.92393353, 1225.34733681, 693.13376799, 332.172751953, 305.15062344, 4179.9604111, 427.545944491, 2699.60776597, 2133.36095722, 3383.681456, 1714.65171785, -501.79917028, 1337.25479079, 4171.99675855
 16 Scores:        3316.62240907, -388.918739191, 2001.05746823, 2202.08402962, -309.940238323, 1879.92879656, -167.269605883, 2703.4874248, -2290.81935543, 794.713714628, 2236.77839372, -2372.61743853, 659.532547645, 2156.8195748, 1401.18378437, 1660.43387272, -4584.73722151, 1095.47133601, -436.611598058, 711.464165151, 1472.71052644, 1427.71089394, 1045.85709736, 1921.09191652, 1634.11278348, -2571.04873187, 2715.21499984, 2480.27906575, 1038.71186339, 98.5522299243, 1913.92576141, 1523.6244339, -2207.02586592, -477.174654858, 1188.12036418, 460.293024629, -67.7451886129, -28.0694090939, -236.261179286, 1153.03085601, 1650.62293527, 24.4394328604, -278.271547661, 413.87759626, -427.688311878, 272.572150772, 1385.46760628, 2996.82039438, 1481.32895739, -1501.9439158
 17 Scores:        3770.96076528, 1721.91584137, 95.5653320594, 2946.70743802, -2032.13090142, -1293.27267936, -2627.55391365, 1317.43024064, 4552.27811332, -349.090995077, 1370.53064795, -990.860073337, 524.924231165, -149.810015683, 3101.15932568, 285.764971445, 2098.00948447, 211.029069354, 1920.83093476, 1706.45296195, -530.652750083, 828.210801819, 1531.70703591, -1526.94534368, 755.353454862, 2754.2049374, 2643.21936378, -473.628750794, 2603.45504713, 5.89064159314, 4459.33009098, -2342.8211424, 814.160730153, 2873.45808393, -1062.10772853, 3363.40329151, 2445.55114626, 4061.3283235, -14.3134396909, 2349.41089858, 176.831827143, -2261.08199578, 2748.65864704, 852.569770236, 3162.03862946, -1752.57248989, 250.983880547, 68.369366175, -2785.29421232, 2746.33371306
 18 Scores:        622.185375767, -6803.39602197, 440.966103309, 231.374804058, -1476.36697177, 1201.54591359, 975.729870669, 501.734983962, -613.834296858, 1737.31175929, 984.321472956, 59.1709740674, 1633.37757143, 580.466102511, 2007.78950937, 1922.03770006, 1978.12344942, 471.938674942, 1799.59142354, -297.681487, 828.575661228, 2975.43989547, 602.770001381, 740.034928421, 1924.86938784, -1902.18143118, 622.566479126, 1584.88732422, 2200.65266935, 1749.82508675, 798.744254417, 156.247788987, 703.352745743, 875.248000329, 675.2594146, -643.176552937, 244.021726301, 27.2540431978, -177.615683943, 268.762932393, 3027.83792801, 2733.69398816, -688.879405312, -2516.99763387, 2451.12019676, 956.088479146, -373.368887194, 1624.58615781, 940.121741623, -2252.21061732
 19 Scores:        -1425.4982926, 2352.71979499, 1816.09490515, 1086.47566404, 1653.42840874, 2477.33406844, 105.007612947, -600.949172818, 1355.58003458, 5517.08507206, -2806.6879528, -5391.19695966, 1088.91594459, -2931.12768692, -26.4047160139, 1203.52608496, 853.143914406, -3929.64087397, 2485.08556487, 2884.19386707, 2517.43875031, -36.9691753838, 2046.05028837, 6819.14577542, 3696.51292797, -6781.15585602, -1971.05817816, -1626.12463748, 755.96277084, 53.9776040774, 3894.11989874, 4208.72807558, 1553.81318854, 1210.76749382, 4596.66912931, 5512.04025535, -1013.80761913, 2354.47492526, 2700.26611333, 997.802251173, -1006.9161529, 1303.87158351, 4553.15122687, 1746.01990926, -46.1311384011, -68.3419035026, 611.948096337, -1745.50058315, 1276.00566743, -193.246980298
 20 Scores:        1425.73103657, 1940.09784092, 1585.45513265, 670.033042629, 3057.91787393, -5439.94967932, 616.058890921, 158.94152525, 1219.58443772, -31.0218338772, 1230.4593512, 1370.13122117, 2857.27736479, 1100.0, 3087.06050345, 4677.12333693, 3778.78158345, 1040.34196299, 567.441955872, 1907.48608479, -636.992628482, 195.645115401, 1219.8195253, 1268.32999625, 826.175582464, -1404.98165108, 1350.65500484, 759.482861857, 2116.33813551, 826.29285602, 593.37490431, -373.102584317, -1960.24889821, 1056.13617599, 1381.69987843, 956.374953144, -1480.33142964, 2545.71634122, 2692.84984587, 1593.64928931, 1318.15404331, 3104.60154044, 1980.01702403, 758.357479247, -1819.93467491, 3826.07631243, -42.9913019343, -587.998705896, 2019.1836272, -2510.63066408
