Key,mean,std
num_com_get_class_object,0.072506734491414482,0.60063165955380227
num_enum_window,0.00065667943276333978,0.0056546377373700727
num_delete_value,0.046234684108499777,0.70000202519568422
num_system_calls,0.020285446338184618,0.13368867361492412
num_create_thread_remote,0.013809831321629568,0.26174493418755529
num_sleep,0.18903918660310426,0.66944481686943158
num_vm_allocate,0.012355071559801851,0.24903454150875806
num_vm_protect,0.010321095258821071,0.16057514129065742
startreason-SCM,0.014166931172461084,0.28159178206117713
num_enum_keys,0.011317549237972888,0.78266912017177814
num_start_service,0.015337866356079186,1.0729673924565659
startreason-InjectedCode,0.14284523606733943,1.4561300601278913
num_create_window,0.0048949291729764918,0.221760410666027
num_copy_file,0.0099568273671501919,1.8581754146193799
num_open_service,0.0078559067035232182,0.28617767816804018
num_destroy_window,0.068360857513998702,0.9984097375247476
num_process,0.072253983974557887,0.30428342767971156
num_bind_socket,0.054086189741174601,0.97752124394446105
num_load_dll,0.036812338574687714,0.63277788507847466
num_connect_socket,0.025793014776366741,0.32006603043398929
num_get_file_attributes,0.14349607440133191,0.74114067241380643
num_create_mutex,0.013197451908787737,1.4568647906572449
num_move_file,0.041903035729735513,0.48348329772759929
num_delete_file,0.021021782398065316,0.23798711142936874
num_get_system_time,0.11661701258039049,2.1036792086090941
num_open_key,0.026261851813986974,0.6769186496104207
num_open_process,0.0047383047147248232,0.4585129904946349
num_set_file_attributes,0.045680551669722881,0.56864799677651057
num_read_value,0.046877234651968358,0.37453616019119007
num_create_socket,0.016224416031980715,0.25721621530616762
startreason-AnalysisTarget,0.099185559648373792,1.9425237988362516
num_create_file,0.00096445596382660644,0.0088948786918564941
executionstatus-OK,0.16378962544995279,1.0178307204378263
num_revert_to_self,0.061681220408084582,0.53437857064054561
num_open_scmanager,0.02139326872181645,0.26425948865261523
num_open_mutex,0.0052725729241872247,0.14304836305792631
num_find_file,0.12085421754389947,1.7747243444657672
num_create_thread,0.062016999629890823,1.1545781855553885
num_recv_socket,0.017855240882729068,0.51781775726904522
num_get_username,0.0084217111841613391,0.13584340056757116
num_open_file,0.013505972459417434,0.38447344040111436
applicationtype-Win32Application,0.011828368009131202,0.26303588157124463
num_get_system_directory,0.021842586486877483,0.11855431846536181
num_load_image,0.031650669034448173,0.52282732588983005
num_impersonate_user,0.00019371393134521458,0.00087187369602953577
num_remove_directory,5.4058355338363182e-05,0.81050100498598399
startreason-CreateProcess,0.07130692812749051,0.30450973260957614
num_trimmed_bytes,0.0040649843755659375,0.21471370247566998
num_show_window,0.0092552981652596605,0.086238085062289666
num_create_open_file,0.014789681427809152,0.26627310173178248
num_kill_process,0.0085630176752200231,0.38791979981945279
num_get_computer_name,0.001347480568585467,0.10628177383394705
num_message,0.050000135293007987,0.4022420313057789
terminationreason-NormalTermination,0.052957422282359341,1.2197482476930217
terminationreason-Unknown,0.033025554644202232,0.57248856611606391
num_read_section,0.043518026236720755,0.7844326746108703
num_send_socket,0.0069049156608147842,0.13087246709377764
num_get_windows_directory,0.16161641774427438,0.63545025055651716
num_set_value,0.063534559374047797,1.8584885069289492
num_set_windows_hook,0.065100065723062484,0.30747685491953136
startreason-BHOInstalled,0.063189343704499037,0.93577072867036115
num_open_url,0.060678504167726494,0.91028558618242927
executionstatus-CouldNotInstallHook,0.015420366595580709,0.33980216900758992
num_listen_socket,0.063297911892468528,0.53059693890371262
num_vm_read,0.072506734491414482,0.60063165955380227
num_change_service_config,0.00097503209371975366,0.15068644738356501
num_find_window,0.0292223737829116,0.38116740402509997
num_vm_write,0.0048267527321268766,0.21994168685798909
terminationreason-Timeout,0.0039812029672168453,0.03353417469438677
num_thread,0.010126567572857572,0.15026839056114455
num_com_create_instance,0.02535290047438496,1.7185886844856728
num_set_file_time,0.071587584582884764,1.9656995432165316
startreason-DCOMService,0.00065667943276333978,0.0056546377373700727
